date,month,product,category,region,quantity,unit_price,total_sales
2025-02-10,February,Muffin,Bakery,Suburban,2,3.25,6.5
2025-02-10,February,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-02-10,February,Espresso,Beverage,Downtown,2,3.25,6.5
2025-02-10,February,Espresso,Beverage,Suburban,3,3.25,9.75
2025-02-10,February,Latte,Beverage,Downtown,3,4.5,13.5
2025-02-10,February,Latte,Beverage,Downtown,3,4.5,13.5
2025-02-10,February,Muffin,Bakery,Downtown,3,3.25,9.75
2025-02-10,February,Espresso,Beverage,Uptown,3,3.25,9.75
2025-02-10,February,Croissant,Bakery,Uptown,2,3.75,7.5
2025-02-10,February,Muffin,Bakery,Downtown,2,3.25,6.5
2025-02-10,February,Croissant,Bakery,Downtown,3,3.75,11.25
2025-02-10,February,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-02-10,February,Espresso,Beverage,Uptown,1,3.25,3.25
2025-02-10,February,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-02-10,February,Bagel,Bakery,Uptown,1,2.95,2.95
2025-02-10,February,Espresso,Beverage,Downtown,2,3.25,6.5
2025-02-10,February,Cold Brew,Beverage,Downtown,2,4.0,8.0
2025-02-10,February,Espresso,Beverage,Suburban,2,3.25,6.5
2025-02-10,February,Latte,Beverage,Downtown,2,4.5,9.0
2025-02-10,February,Muffin,Bakery,Suburban,2,3.25,6.5
2025-02-10,February,Latte,Beverage,Uptown,1,4.5,4.5
2025-02-10,February,Croissant,Bakery,Suburban,3,3.75,11.25
2025-02-10,February,Bagel,Bakery,Uptown,2,2.95,5.9
2025-02-10,February,Cold Brew,Beverage,Uptown,1,4.0,4.0
2025-02-10,February,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-02-11,February,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-02-11,February,Bagel,Bakery,Downtown,2,2.95,5.9
2025-02-11,February,Latte,Beverage,Uptown,3,4.5,13.5
2025-02-11,February,Latte,Beverage,Suburban,2,4.5,9.0
2025-02-11,February,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-02-11,February,Bagel,Bakery,Suburban,3,2.95,8.85
2025-02-11,February,Bagel,Bakery,Downtown,1,2.95,2.95
2025-02-11,February,Espresso,Beverage,Suburban,1,3.25,3.25
2025-02-11,February,Bagel,Bakery,Suburban,1,2.95,2.95
2025-02-11,February,Croissant,Bakery,Suburban,1,3.75,3.75
2025-02-11,February,Bagel,Bakery,Suburban,2,2.95,5.9
2025-02-11,February,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-02-11,February,Bagel,Bakery,Downtown,1,2.95,2.95
2025-02-11,February,Bagel,Bakery,Downtown,1,2.95,2.95
2025-02-11,February,Muffin,Bakery,Uptown,1,3.25,3.25
2025-02-11,February,Latte,Beverage,Suburban,1,4.5,4.5
2025-02-11,February,Latte,Beverage,Suburban,1,4.5,4.5
2025-02-11,February,Bagel,Bakery,Suburban,1,2.95,2.95
2025-02-11,February,Croissant,Bakery,Downtown,3,3.75,11.25
2025-02-11,February,Bagel,Bakery,Suburban,2,2.95,5.9
2025-02-11,February,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-02-11,February,Espresso,Beverage,Suburban,3,3.25,9.75
2025-02-11,February,Latte,Beverage,Uptown,2,4.5,9.0
2025-02-12,February,Bagel,Bakery,Downtown,3,2.95,8.85
2025-02-12,February,Bagel,Bakery,Suburban,2,2.95,5.9
2025-02-12,February,Muffin,Bakery,Uptown,2,3.25,6.5
2025-02-12,February,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-02-12,February,Latte,Beverage,Downtown,2,4.5,9.0
2025-02-12,February,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-02-12,February,Muffin,Bakery,Uptown,1,3.25,3.25
2025-02-12,February,Muffin,Bakery,Uptown,3,3.25,9.75
2025-02-12,February,Latte,Beverage,Suburban,3,4.5,13.5
2025-02-12,February,Croissant,Bakery,Downtown,1,3.75,3.75
2025-02-12,February,Latte,Beverage,Suburban,1,4.5,4.5
2025-02-12,February,Latte,Beverage,Suburban,1,4.5,4.5
2025-02-12,February,Muffin,Bakery,Uptown,1,3.25,3.25
2025-02-12,February,Croissant,Bakery,Suburban,2,3.75,7.5
2025-02-12,February,Bagel,Bakery,Downtown,3,2.95,8.85
2025-02-12,February,Latte,Beverage,Downtown,2,4.5,9.0
2025-02-12,February,Cold Brew,Beverage,Suburban,1,4.0,4.0
2025-02-12,February,Espresso,Beverage,Downtown,1,3.25,3.25
2025-02-12,February,Espresso,Beverage,Uptown,2,3.25,6.5
2025-02-12,February,Bagel,Bakery,Uptown,1,2.95,2.95
2025-02-12,February,Croissant,Bakery,Suburban,2,3.75,7.5
2025-02-12,February,Latte,Beverage,Suburban,2,4.5,9.0
2025-02-12,February,Bagel,Bakery,Uptown,2,2.95,5.9
2025-02-13,February,Croissant,Bakery,Downtown,3,3.75,11.25
2025-02-13,February,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-02-13,February,Cold Brew,Beverage,Uptown,1,4.0,4.0
2025-02-13,February,Cold Brew,Beverage,Suburban,2,4.0,8.0
2025-02-13,February,Bagel,Bakery,Downtown,2,2.95,5.9
2025-02-13,February,Muffin,Bakery,Uptown,1,3.25,3.25
2025-02-13,February,Cold Brew,Beverage,Uptown,1,4.0,4.0
2025-02-13,February,Latte,Beverage,Uptown,1,4.5,4.5
2025-02-13,February,Latte,Beverage,Downtown,3,4.5,13.5
2025-02-13,February,Cold Brew,Beverage,Downtown,3,4.0,12.0
2025-02-13,February,Muffin,Bakery,Suburban,3,3.25,9.75
2025-02-13,February,Latte,Beverage,Suburban,3,4.5,13.5
2025-02-13,February,Muffin,Bakery,Suburban,1,3.25,3.25
2025-02-13,February,Espresso,Beverage,Uptown,2,3.25,6.5
2025-02-13,February,Croissant,Bakery,Downtown,2,3.75,7.5
2025-02-13,February,Croissant,Bakery,Uptown,3,3.75,11.25
2025-02-13,February,Latte,Beverage,Downtown,3,4.5,13.5
2025-02-13,February,Cold Brew,Beverage,Uptown,2,4.0,8.0
2025-02-13,February,Bagel,Bakery,Suburban,2,2.95,5.9
2025-02-13,February,Espresso,Beverage,Uptown,3,3.25,9.75
2025-02-13,February,Latte,Beverage,Suburban,1,4.5,4.5
2025-02-13,February,Croissant,Bakery,Downtown,2,3.75,7.5
2025-02-13,February,Croissant,Bakery,Downtown,3,3.75,11.25
2025-02-13,February,Cold Brew,Beverage,Suburban,2,4.0,8.0
2025-02-13,February,Latte,Beverage,Suburban,2,4.5,9.0
2025-02-13,February,Espresso,Beverage,Suburban,3,3.25,9.75
2025-02-13,February,Muffin,Bakery,Suburban,2,3.25,6.5
2025-02-14,February,Bagel,Bakery,Uptown,2,2.95,5.9
2025-02-14,February,Croissant,Bakery,Suburban,1,3.75,3.75
2025-02-14,February,Muffin,Bakery,Downtown,2,3.25,6.5
2025-02-14,February,Cold Brew,Beverage,Uptown,2,4.0,8.0
2025-02-14,February,Muffin,Bakery,Suburban,3,3.25,9.75
2025-02-14,February,Bagel,Bakery,Uptown,3,2.95,8.85
2025-02-14,February,Croissant,Bakery,Uptown,2,3.75,7.5
2025-02-14,February,Muffin,Bakery,Uptown,2,3.25,6.5
2025-02-14,February,Espresso,Beverage,Uptown,3,3.25,9.75
2025-02-14,February,Cold Brew,Beverage,Downtown,2,4.0,8.0
2025-02-14,February,Croissant,Bakery,Uptown,3,3.75,11.25
2025-02-14,February,Espresso,Beverage,Downtown,2,3.25,6.5
2025-02-14,February,Cold Brew,Beverage,Downtown,2,4.0,8.0
2025-02-14,February,Muffin,Bakery,Suburban,1,3.25,3.25
2025-02-14,February,Muffin,Bakery,Uptown,1,3.25,3.25
2025-02-14,February,Espresso,Beverage,Suburban,1,3.25,3.25
2025-02-14,February,Muffin,Bakery,Downtown,1,3.25,3.25
2025-02-14,February,Latte,Beverage,Downtown,2,4.5,9.0
2025-02-14,February,Latte,Beverage,Downtown,2,4.5,9.0
2025-02-14,February,Bagel,Bakery,Suburban,3,2.95,8.85
2025-02-14,February,Latte,Beverage,Suburban,3,4.5,13.5
2025-02-14,February,Latte,Beverage,Uptown,3,4.5,13.5
2025-02-14,February,Muffin,Bakery,Suburban,2,3.25,6.5
2025-02-14,February,Espresso,Beverage,Downtown,2,3.25,6.5
2025-02-14,February,Latte,Beverage,Uptown,1,4.5,4.5
2025-02-14,February,Espresso,Beverage,Uptown,3,3.25,9.75
2025-02-15,February,Muffin,Bakery,Downtown,1,3.25,3.25
2025-02-15,February,Cold Brew,Beverage,Downtown,2,4.0,8.0
2025-02-15,February,Muffin,Bakery,Suburban,2,3.25,6.5
2025-02-15,February,Espresso,Beverage,Downtown,3,3.25,9.75
2025-02-15,February,Cold Brew,Beverage,Suburban,2,4.0,8.0
2025-02-15,February,Latte,Beverage,Uptown,1,4.5,4.5
2025-02-15,February,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-02-15,February,Latte,Beverage,Uptown,2,4.5,9.0
2025-02-15,February,Cold Brew,Beverage,Downtown,3,4.0,12.0
2025-02-15,February,Bagel,Bakery,Downtown,3,2.95,8.85
2025-02-15,February,Latte,Beverage,Downtown,1,4.5,4.5
2025-02-15,February,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-02-15,February,Cold Brew,Beverage,Downtown,3,4.0,12.0
2025-02-15,February,Bagel,Bakery,Suburban,2,2.95,5.9
2025-02-15,February,Latte,Beverage,Suburban,2,4.5,9.0
2025-02-15,February,Espresso,Beverage,Uptown,3,3.25,9.75
2025-02-15,February,Cold Brew,Beverage,Uptown,2,4.0,8.0
2025-02-15,February,Espresso,Beverage,Uptown,3,3.25,9.75
2025-02-15,February,Bagel,Bakery,Uptown,2,2.95,5.9
2025-02-15,February,Cold Brew,Beverage,Suburban,3,4.0,12.0
2025-02-15,February,Bagel,Bakery,Suburban,2,2.95,5.9
2025-02-15,February,Cold Brew,Beverage,Suburban,2,4.0,8.0
2025-02-15,February,Espresso,Beverage,Downtown,3,3.25,9.75
2025-02-15,February,Croissant,Bakery,Uptown,2,3.75,7.5
2025-02-15,February,Cold Brew,Beverage,Uptown,2,4.0,8.0
2025-02-15,February,Cold Brew,Beverage,Suburban,2,4.0,8.0
2025-02-15,February,Croissant,Bakery,Suburban,2,3.75,7.5
2025-02-16,February,Espresso,Beverage,Downtown,3,3.25,9.75
2025-02-16,February,Latte,Beverage,Downtown,3,4.5,13.5
2025-02-16,February,Bagel,Bakery,Suburban,3,2.95,8.85
2025-02-16,February,Muffin,Bakery,Downtown,3,3.25,9.75
2025-02-16,February,Bagel,Bakery,Downtown,1,2.95,2.95
2025-02-16,February,Espresso,Beverage,Suburban,2,3.25,6.5
2025-02-16,February,Latte,Beverage,Uptown,3,4.5,13.5
2025-02-16,February,Croissant,Bakery,Uptown,3,3.75,11.25
2025-02-16,February,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-02-16,February,Croissant,Bakery,Downtown,1,3.75,3.75
2025-02-16,February,Latte,Beverage,Downtown,1,4.5,4.5
2025-02-16,February,Muffin,Bakery,Uptown,1,3.25,3.25
2025-02-16,February,Bagel,Bakery,Uptown,3,2.95,8.85
2025-02-16,February,Espresso,Beverage,Downtown,3,3.25,9.75
2025-02-16,February,Muffin,Bakery,Downtown,3,3.25,9.75
2025-02-16,February,Muffin,Bakery,Downtown,1,3.25,3.25
2025-02-16,February,Muffin,Bakery,Downtown,3,3.25,9.75
2025-02-16,February,Bagel,Bakery,Suburban,3,2.95,8.85
2025-02-16,February,Espresso,Beverage,Suburban,1,3.25,3.25
2025-02-16,February,Bagel,Bakery,Uptown,3,2.95,8.85
2025-02-16,February,Latte,Beverage,Downtown,3,4.5,13.5
2025-02-16,February,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-02-16,February,Latte,Beverage,Uptown,1,4.5,4.5
2025-02-16,February,Bagel,Bakery,Suburban,2,2.95,5.9
2025-02-16,February,Latte,Beverage,Suburban,3,4.5,13.5
2025-02-16,February,Croissant,Bakery,Uptown,3,3.75,11.25
2025-02-16,February,Cold Brew,Beverage,Suburban,3,4.0,12.0
2025-02-16,February,Bagel,Bakery,Suburban,1,2.95,2.95
2025-02-16,February,Espresso,Beverage,Uptown,2,3.25,6.5
2025-02-17,February,Bagel,Bakery,Downtown,3,2.95,8.85
2025-02-17,February,Latte,Beverage,Suburban,1,4.5,4.5
2025-02-17,February,Croissant,Bakery,Suburban,3,3.75,11.25
2025-02-17,February,Muffin,Bakery,Downtown,1,3.25,3.25
2025-02-17,February,Cold Brew,Beverage,Suburban,2,4.0,8.0
2025-02-17,February,Espresso,Beverage,Downtown,2,3.25,6.5
2025-02-17,February,Latte,Beverage,Downtown,1,4.5,4.5
2025-02-17,February,Croissant,Bakery,Uptown,2,3.75,7.5
2025-02-17,February,Cold Brew,Beverage,Suburban,3,4.0,12.0
2025-02-17,February,Croissant,Bakery,Suburban,2,3.75,7.5
2025-02-17,February,Muffin,Bakery,Suburban,1,3.25,3.25
2025-02-17,February,Espresso,Beverage,Uptown,2,3.25,6.5
2025-02-17,February,Cold Brew,Beverage,Suburban,1,4.0,4.0
2025-02-17,February,Espresso,Beverage,Suburban,1,3.25,3.25
2025-02-17,February,Muffin,Bakery,Suburban,1,3.25,3.25
2025-02-17,February,Bagel,Bakery,Uptown,1,2.95,2.95
2025-02-17,February,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-02-17,February,Latte,Beverage,Uptown,1,4.5,4.5
2025-02-17,February,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-02-17,February,Latte,Beverage,Downtown,3,4.5,13.5
2025-02-18,February,Croissant,Bakery,Uptown,3,3.75,11.25
2025-02-18,February,Latte,Beverage,Downtown,2,4.5,9.0
2025-02-18,February,Espresso,Beverage,Downtown,1,3.25,3.25
2025-02-18,February,Espresso,Beverage,Suburban,1,3.25,3.25
2025-02-18,February,Croissant,Bakery,Suburban,2,3.75,7.5
2025-02-18,February,Latte,Beverage,Suburban,2,4.5,9.0
2025-02-18,February,Croissant,Bakery,Downtown,2,3.75,7.5
2025-02-18,February,Espresso,Beverage,Downtown,1,3.25,3.25
2025-02-18,February,Muffin,Bakery,Uptown,2,3.25,6.5
2025-02-18,February,Muffin,Bakery,Downtown,1,3.25,3.25
2025-02-18,February,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-02-18,February,Bagel,Bakery,Suburban,1,2.95,2.95
2025-02-18,February,Espresso,Beverage,Uptown,1,3.25,3.25
2025-02-18,February,Espresso,Beverage,Suburban,3,3.25,9.75
2025-02-18,February,Croissant,Bakery,Downtown,1,3.75,3.75
2025-02-18,February,Croissant,Bakery,Suburban,2,3.75,7.5
2025-02-18,February,Croissant,Bakery,Downtown,1,3.75,3.75
2025-02-18,February,Muffin,Bakery,Suburban,1,3.25,3.25
2025-02-18,February,Espresso,Beverage,Suburban,3,3.25,9.75
2025-02-18,February,Cold Brew,Beverage,Suburban,1,4.0,4.0
2025-02-18,February,Latte,Beverage,Suburban,2,4.5,9.0
2025-02-18,February,Muffin,Bakery,Suburban,1,3.25,3.25
2025-02-18,February,Espresso,Beverage,Uptown,3,3.25,9.75
2025-02-18,February,Latte,Beverage,Downtown,2,4.5,9.0
2025-02-18,February,Bagel,Bakery,Downtown,1,2.95,2.95
2025-02-18,February,Croissant,Bakery,Uptown,3,3.75,11.25
2025-02-18,February,Croissant,Bakery,Suburban,2,3.75,7.5
2025-02-18,February,Cold Brew,Beverage,Suburban,3,4.0,12.0
2025-02-19,February,Bagel,Bakery,Downtown,3,2.95,8.85
2025-02-19,February,Muffin,Bakery,Downtown,3,3.25,9.75
2025-02-19,February,Muffin,Bakery,Uptown,1,3.25,3.25
2025-02-19,February,Muffin,Bakery,Uptown,1,3.25,3.25
2025-02-19,February,Muffin,Bakery,Suburban,2,3.25,6.5
2025-02-19,February,Espresso,Beverage,Suburban,3,3.25,9.75
2025-02-19,February,Bagel,Bakery,Suburban,1,2.95,2.95
2025-02-19,February,Cold Brew,Beverage,Uptown,2,4.0,8.0
2025-02-19,February,Croissant,Bakery,Uptown,2,3.75,7.5
2025-02-19,February,Espresso,Beverage,Downtown,3,3.25,9.75
2025-02-19,February,Espresso,Beverage,Uptown,2,3.25,6.5
2025-02-19,February,Croissant,Bakery,Downtown,3,3.75,11.25
2025-02-19,February,Latte,Beverage,Suburban,2,4.5,9.0
2025-02-19,February,Croissant,Bakery,Uptown,2,3.75,7.5
2025-02-19,February,Bagel,Bakery,Suburban,2,2.95,5.9
2025-02-19,February,Muffin,Bakery,Downtown,1,3.25,3.25
2025-02-19,February,Muffin,Bakery,Uptown,1,3.25,3.25
2025-02-19,February,Latte,Beverage,Downtown,2,4.5,9.0
2025-02-19,February,Croissant,Bakery,Suburban,3,3.75,11.25
2025-02-19,February,Bagel,Bakery,Uptown,1,2.95,2.95
2025-02-19,February,Latte,Beverage,Suburban,3,4.5,13.5
2025-02-19,February,Latte,Beverage,Uptown,2,4.5,9.0
2025-02-19,February,Cold Brew,Beverage,Downtown,2,4.0,8.0
2025-02-19,February,Cold Brew,Beverage,Suburban,2,4.0,8.0
2025-02-19,February,Bagel,Bakery,Downtown,3,2.95,8.85
2025-02-19,February,Bagel,Bakery,Uptown,2,2.95,5.9
2025-02-19,February,Bagel,Bakery,Downtown,3,2.95,8.85
2025-02-19,February,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-02-19,February,Latte,Beverage,Suburban,2,4.5,9.0
2025-02-20,February,Muffin,Bakery,Suburban,3,3.25,9.75
2025-02-20,February,Latte,Beverage,Uptown,1,4.5,4.5
2025-02-20,February,Croissant,Bakery,Suburban,2,3.75,7.5
2025-02-20,February,Muffin,Bakery,Suburban,1,3.25,3.25
2025-02-20,February,Latte,Beverage,Downtown,2,4.5,9.0
2025-02-20,February,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-02-20,February,Muffin,Bakery,Uptown,1,3.25,3.25
2025-02-20,February,Cold Brew,Beverage,Suburban,3,4.0,12.0
2025-02-20,February,Croissant,Bakery,Uptown,1,3.75,3.75
2025-02-20,February,Espresso,Beverage,Downtown,2,3.25,6.5
2025-02-20,February,Croissant,Bakery,Downtown,1,3.75,3.75
2025-02-20,February,Espresso,Beverage,Suburban,3,3.25,9.75
2025-02-20,February,Muffin,Bakery,Uptown,1,3.25,3.25
2025-02-20,February,Bagel,Bakery,Downtown,2,2.95,5.9
2025-02-20,February,Espresso,Beverage,Suburban,1,3.25,3.25
2025-02-20,February,Latte,Beverage,Suburban,3,4.5,13.5
2025-02-20,February,Bagel,Bakery,Downtown,3,2.95,8.85
2025-02-20,February,Muffin,Bakery,Downtown,1,3.25,3.25
2025-02-21,February,Espresso,Beverage,Downtown,1,3.25,3.25
2025-02-21,February,Espresso,Beverage,Downtown,2,3.25,6.5
2025-02-21,February,Espresso,Beverage,Downtown,3,3.25,9.75
2025-02-21,February,Espresso,Beverage,Downtown,1,3.25,3.25
2025-02-21,February,Croissant,Bakery,Suburban,3,3.75,11.25
2025-02-21,February,Croissant,Bakery,Suburban,1,3.75,3.75
2025-02-21,February,Espresso,Beverage,Uptown,2,3.25,6.5
2025-02-21,February,Bagel,Bakery,Uptown,1,2.95,2.95
2025-02-21,February,Cold Brew,Beverage,Suburban,2,4.0,8.0
2025-02-21,February,Muffin,Bakery,Uptown,2,3.25,6.5
2025-02-21,February,Muffin,Bakery,Downtown,2,3.25,6.5
2025-02-21,February,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-02-21,February,Cold Brew,Beverage,Suburban,3,4.0,12.0
2025-02-21,February,Latte,Beverage,Downtown,2,4.5,9.0
2025-02-21,February,Muffin,Bakery,Suburban,1,3.25,3.25
2025-02-21,February,Bagel,Bakery,Downtown,3,2.95,8.85
2025-02-21,February,Bagel,Bakery,Uptown,3,2.95,8.85
2025-02-21,February,Bagel,Bakery,Downtown,3,2.95,8.85
2025-02-22,February,Muffin,Bakery,Downtown,1,3.25,3.25
2025-02-22,February,Muffin,Bakery,Uptown,1,3.25,3.25
2025-02-22,February,Muffin,Bakery,Suburban,2,3.25,6.5
2025-02-22,February,Espresso,Beverage,Suburban,1,3.25,3.25
2025-02-22,February,Croissant,Bakery,Downtown,1,3.75,3.75
2025-02-22,February,Cold Brew,Beverage,Downtown,2,4.0,8.0
2025-02-22,February,Croissant,Bakery,Uptown,2,3.75,7.5
2025-02-22,February,Espresso,Beverage,Suburban,2,3.25,6.5
2025-02-22,February,Espresso,Beverage,Suburban,1,3.25,3.25
2025-02-22,February,Croissant,Bakery,Uptown,3,3.75,11.25
2025-02-22,February,Muffin,Bakery,Downtown,2,3.25,6.5
2025-02-22,February,Muffin,Bakery,Downtown,2,3.25,6.5
2025-02-22,February,Cold Brew,Beverage,Downtown,2,4.0,8.0
2025-02-22,February,Bagel,Bakery,Downtown,1,2.95,2.95
2025-02-22,February,Cold Brew,Beverage,Suburban,3,4.0,12.0
2025-02-22,February,Muffin,Bakery,Suburban,1,3.25,3.25
2025-02-22,February,Muffin,Bakery,Uptown,2,3.25,6.5
2025-02-22,February,Espresso,Beverage,Suburban,3,3.25,9.75
2025-02-22,February,Cold Brew,Beverage,Uptown,2,4.0,8.0
2025-02-22,February,Espresso,Beverage,Suburban,2,3.25,6.5
2025-02-22,February,Bagel,Bakery,Uptown,3,2.95,8.85
2025-02-22,February,Bagel,Bakery,Uptown,2,2.95,5.9
2025-02-22,February,Croissant,Bakery,Suburban,3,3.75,11.25
2025-02-22,February,Espresso,Beverage,Uptown,1,3.25,3.25
2025-02-22,February,Croissant,Bakery,Uptown,3,3.75,11.25
2025-02-22,February,Croissant,Bakery,Uptown,3,3.75,11.25
2025-02-22,February,Cold Brew,Beverage,Uptown,2,4.0,8.0
2025-02-22,February,Bagel,Bakery,Uptown,3,2.95,8.85
2025-02-23,February,Croissant,Bakery,Uptown,1,3.75,3.75
2025-02-23,February,Latte,Beverage,Downtown,1,4.5,4.5
2025-02-23,February,Croissant,Bakery,Uptown,1,3.75,3.75
2025-02-23,February,Cold Brew,Beverage,Suburban,2,4.0,8.0
2025-02-23,February,Croissant,Bakery,Suburban,3,3.75,11.25
2025-02-23,February,Espresso,Beverage,Uptown,1,3.25,3.25
2025-02-23,February,Bagel,Bakery,Downtown,1,2.95,2.95
2025-02-23,February,Bagel,Bakery,Downtown,3,2.95,8.85
2025-02-23,February,Cold Brew,Beverage,Downtown,2,4.0,8.0
2025-02-23,February,Latte,Beverage,Uptown,2,4.5,9.0
2025-02-23,February,Latte,Beverage,Downtown,2,4.5,9.0
2025-02-23,February,Muffin,Bakery,Downtown,1,3.25,3.25
2025-02-23,February,Latte,Beverage,Suburban,3,4.5,13.5
2025-02-23,February,Croissant,Bakery,Suburban,1,3.75,3.75
2025-02-23,February,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-02-23,February,Bagel,Bakery,Downtown,3,2.95,8.85
2025-02-23,February,Muffin,Bakery,Uptown,1,3.25,3.25
2025-02-23,February,Latte,Beverage,Downtown,3,4.5,13.5
2025-02-23,February,Croissant,Bakery,Suburban,2,3.75,7.5
2025-02-23,February,Bagel,Bakery,Suburban,1,2.95,2.95
2025-02-23,February,Espresso,Beverage,Uptown,2,3.25,6.5
2025-02-24,February,Muffin,Bakery,Uptown,3,3.25,9.75
2025-02-24,February,Bagel,Bakery,Downtown,1,2.95,2.95
2025-02-24,February,Cold Brew,Beverage,Suburban,2,4.0,8.0
2025-02-24,February,Muffin,Bakery,Downtown,1,3.25,3.25
2025-02-24,February,Bagel,Bakery,Downtown,2,2.95,5.9
2025-02-24,February,Bagel,Bakery,Suburban,2,2.95,5.9
2025-02-24,February,Bagel,Bakery,Uptown,3,2.95,8.85
2025-02-24,February,Muffin,Bakery,Downtown,3,3.25,9.75
2025-02-24,February,Espresso,Beverage,Uptown,1,3.25,3.25
2025-02-24,February,Croissant,Bakery,Uptown,1,3.75,3.75
2025-02-24,February,Latte,Beverage,Uptown,2,4.5,9.0
2025-02-24,February,Croissant,Bakery,Uptown,2,3.75,7.5
2025-02-24,February,Muffin,Bakery,Suburban,3,3.25,9.75
2025-02-24,February,Cold Brew,Beverage,Downtown,2,4.0,8.0
2025-02-24,February,Croissant,Bakery,Uptown,1,3.75,3.75
2025-02-24,February,Latte,Beverage,Suburban,2,4.5,9.0
2025-02-24,February,Bagel,Bakery,Downtown,2,2.95,5.9
2025-02-24,February,Latte,Beverage,Suburban,1,4.5,4.5
2025-02-24,February,Bagel,Bakery,Downtown,2,2.95,5.9
2025-02-24,February,Espresso,Beverage,Downtown,3,3.25,9.75
2025-02-24,February,Espresso,Beverage,Downtown,1,3.25,3.25
2025-02-24,February,Croissant,Bakery,Downtown,3,3.75,11.25
2025-02-24,February,Muffin,Bakery,Downtown,1,3.25,3.25
2025-02-24,February,Espresso,Beverage,Uptown,3,3.25,9.75
2025-02-25,February,Espresso,Beverage,Suburban,1,3.25,3.25
2025-02-25,February,Espresso,Beverage,Uptown,1,3.25,3.25
2025-02-25,February,Croissant,Bakery,Uptown,1,3.75,3.75
2025-02-25,February,Muffin,Bakery,Uptown,2,3.25,6.5
2025-02-25,February,Espresso,Beverage,Suburban,2,3.25,6.5
2025-02-25,February,Croissant,Bakery,Downtown,3,3.75,11.25
2025-02-25,February,Espresso,Beverage,Downtown,2,3.25,6.5
2025-02-25,February,Croissant,Bakery,Uptown,3,3.75,11.25
2025-02-25,February,Croissant,Bakery,Downtown,3,3.75,11.25
2025-02-25,February,Bagel,Bakery,Suburban,1,2.95,2.95
2025-02-25,February,Croissant,Bakery,Suburban,1,3.75,3.75
2025-02-25,February,Latte,Beverage,Suburban,2,4.5,9.0
2025-02-25,February,Bagel,Bakery,Uptown,3,2.95,8.85
2025-02-25,February,Croissant,Bakery,Suburban,1,3.75,3.75
2025-02-25,February,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-02-25,February,Muffin,Bakery,Suburban,1,3.25,3.25
2025-02-25,February,Espresso,Beverage,Uptown,1,3.25,3.25
2025-02-25,February,Cold Brew,Beverage,Uptown,3,4.0,12.0
2025-02-25,February,Espresso,Beverage,Uptown,1,3.25,3.25
2025-02-25,February,Croissant,Bakery,Downtown,2,3.75,7.5
2025-02-25,February,Croissant,Bakery,Suburban,2,3.75,7.5
2025-02-25,February,Croissant,Bakery,Downtown,3,3.75,11.25
2025-02-25,February,Muffin,Bakery,Downtown,1,3.25,3.25
2025-02-25,February,Bagel,Bakery,Uptown,2,2.95,5.9
2025-02-25,February,Croissant,Bakery,Downtown,3,3.75,11.25
2025-02-25,February,Latte,Beverage,Suburban,1,4.5,4.5
2025-02-25,February,Latte,Beverage,Uptown,2,4.5,9.0
2025-02-26,February,Cold Brew,Beverage,Downtown,1,4.0,4.0
2025-02-26,February,Espresso,Beverage,Uptown,3,3.25,9.75
2025-02-26,February,Bagel,Bakery,Downtown,2,2.95,5.9
2025-02-26,February,Croissant,Bakery,Uptown,3,3.75,11.25
2025-02-26,February,Espresso,Beverage,Suburban,1,3.25,3.25
2025-02-26,February,Croissant,Bakery,Uptown,3,3.75,11.25
2025-02-26,February,Espresso,Beverage,Suburban,3,3.25,9.75
2025-02-26,February,Muffin,Bakery,Downtown,3,3.25,9.75
2025-02-26,February,Bagel,Bakery,Suburban,1,2.95,2.95
2025-02-26,February,Latte,Beverage,Suburban,2,4.5,9.0
2025-02-26,February,Espresso,Beverage,Suburban,1,3.25,3.25
2025-02-26,February,Espresso,Beverage,Suburban,2,3.25,6.5
2025-02-26,February,Croissant,Bakery,Uptown,2,3.75,7.5
2025-02-26,February,Croissant,Bakery,Uptown,2,3.75,7.5
2025-02-26,February,Espresso,Beverage,Suburban,2,3.25,6.5
2025-02-26,February,Muffin,Bakery,Suburban,1,3.25,3.25
